com_id,common_name,scientific_name,latitude,longitude,year_planted,precinct
1549652,Chinaberry Tree,Melia azedarach,-37.79470369,144.9317859,2013,Kensington
1939252,Cinnamon myrtle,Backhousia myrtifolia,-37.80737389,144.9481987,2025,West Melbourne
1909576,Carob,Ceratonia siliqua,-37.82720732,144.9096817,2024,Port Melbourne
1441711,English Oak,Quercus robur,-37.82533972,144.9750647,2010,Melbourne
1635918,Drooping sheoak,Allocasuarina verticillata,-37.80338466,144.9122594,2016,West Melbourne
1021917,London Plane,Platanus x acerifolia,-37.79656813,144.9677898,1900,Carlton
1783268,Sweet Bursaria,Bursaria spinosa,-37.78106086,144.9526419,2020,Parkville
1054051,Yellow Box,Eucalyptus melliodora,-37.78681716,144.9519882,1900,Parkville
1040030,English Elm,Ulmus procera,-37.81432553,144.9748692,1900,East Melbourne
1048641,River red gum,Eucalyptus camaldulensis,-37.78993811,144.9469735,1900,Parkville
1525983,Sweet Bursaria,Bursaria spinosa,-37.78250318,144.9490562,2012,Parkville
1584605,Swamp Sheoak,Casuarina obesa,-37.7951262,144.9522383,2015,Parkville
1020330,Brush Box,Lophostemon confertus,-37.78915634,144.9573669,1900,Parkville
1635284,Drooping sheoak,Allocasuarina verticillata,-37.78288996,144.9558076,2016,Parkville
1492680,Red Oak,Quercus rubra,-37.7961824,144.9555012,2011,Parkville
1526852,Chinese Elm,Ulmus parvifolia,-37.82050755,144.9455625,2012,Docklands
1553159,Bunya pine,Araucaria bidwillii,-37.842,144.98424,2013,South Yarra
1561450,Drooping sheoak,Allocasuarina verticillata,-37.7757771,144.9404118,2014,Parkville
1033502,Rough-barked apple,Angophora floribunda,-37.82404084,144.9761432,1900,Melbourne
1935934,Coastal Banksia,Banksia integrifolia,-37.82375347,144.9421608,2025,Docklands
1288291,English Elm,Ulmus procera,-37.82799798,144.9824341,2008,Melbourne
1521038,River red gum,Eucalyptus camaldulensis,-37.78782527,144.9494055,2012,Parkville
1731838,Velvet Ash,Fraxinus velutina,-37.79995021,144.9742422,2018,Carlton
1047630,River red gum,Eucalyptus camaldulensis,-37.79076594,144.944594,1900,Parkville
1900141,London Plane,Platanus x acerifolia,-37.83357991,144.9729125,2024,Melbourne
1635689,Wirilda,Acacia retinodes,-37.78054135,144.953755,2016,Parkville
1065776,River red gum,Eucalyptus camaldulensis,-37.78801919,144.9460351,2006,Parkville
1040202,Small-leaved Linden,Tilia cordata,-37.81108185,144.9828595,1900,East Melbourne
1521894,River red gum,Eucalyptus camaldulensis,-37.78462696,144.9440319,2012,Parkville
1644375,Crepe Myrtle 'Tuscarora',Lagerstroemia indica x fauriei 'Tuscarora',-37.78935273,144.9327723,2016,Kensington
1635204,Yellow Box,Eucalyptus melliodora,-37.77861441,144.9508028,2016,Parkville
1455784,River red gum,Eucalyptus camaldulensis,-37.7829494,144.9438608,2010,Parkville
1523354,Yellow Box,Eucalyptus melliodora,-37.78721013,144.9524752,2012,Parkville
1527270,American pepper,Schinus areira,-37.79997459,144.9159991,2012,West Melbourne
1053059,Drooping sheoak,Allocasuarina verticillata,-37.78225928,144.9552492,1900,Parkville
1025991,English Elm,Ulmus procera,-37.80916013,144.984023,1900,East Melbourne
1549712,Japanese Zelkova,Zelkova serrata,-37.79992008,144.9687261,2013,Carlton
1766599,Tuckeroo,Cupaniopsis anacardioides,-37.82303917,144.9419882,2019,Docklands
1034141,Silky Oak,Grevillea robusta,-37.82989703,144.9874144,1900,South Yarra
1454716,River red gum,Eucalyptus camaldulensis,-37.80059847,144.9109327,2010,West Melbourne
1808461,River Sheoak,Casuarina cunninghamiana,-37.82055101,144.9464059,2021,Docklands
1068709,Callery Pear,Pyrus calleryana,-37.79446588,144.9198294,2006,Kensington
1942896,Sweet Bursaria,Bursaria spinosa,-37.82601728,144.9809833,2025,Melbourne
1067922,Lemon Scented Gum,Corymbia citriodora,-37.79516651,144.9526163,2006,Parkville
1041626,River red gum,Eucalyptus camaldulensis,-37.79362694,144.9545668,1900,Parkville
1939443,River red gum,Eucalyptus camaldulensis,-37.79982429,144.9128885,2025,West Melbourne
1871064,Maidenhair Tree,Ginkgo biloba,-37.82465921,144.9721933,2023,Melbourne
1521300,River red gum,Eucalyptus camaldulensis,-37.78662387,144.9438402,2012,Parkville
1067261,White Cypress-pine,Callitris columellaris,-37.78923831,144.9615964,2006,Carlton North
1523972,Lightwood Wattle,Acacia implexa,-37.78945607,144.9514865,2012,Parkville
1813251,Dutch Elm,Ulmus x hollandica,-37.82940131,144.9845829,2021,Melbourne
1522760,Drooping sheoak,Allocasuarina verticillata,-37.78685359,144.9439119,2012,Parkville
1046624,Black Wattle,Acacia mearnsii,-37.78865991,144.9519486,1900,Parkville
1049969,River red gum,Eucalyptus camaldulensis,-37.79172038,144.9483404,1900,Parkville
1787065,Silver Banksia,Banksia marginata,-37.77928049,144.9573072,2020,Parkville
1289683,London Plane,Platanus x acerifolia,-37.78893169,144.9243068,2008,Kensington
1927386,Spotted Gum,Corymbia maculata,-37.7797643,144.9562148,2025,Parkville
1929764,Wedge-leaved Hop Bush,Dodonaea viscosa subsp. cuneata,-37.7869664,144.9432796,2025,Parkville
1041567,River red gum,Eucalyptus camaldulensis,-37.79299498,144.9553137,1900,Parkville
1057467,Huntingdon Elm,Ulmus x hollandica 'Vegeta',-37.79210574,144.921855,1900,Kensington
1664520,Carob,Ceratonia siliqua,-37.82969391,144.9740268,2017,Melbourne
1040621,Deodar,Cedrus deodara,-37.81371946,144.9812558,1900,East Melbourne
1034005,Dutch Elm,Ulmus x hollandica,-37.82428428,144.9775757,1900,Melbourne
1021643,Golden Carolina Poplar,Populus x canadensis aurea,-37.79916023,144.9687127,1900,Carlton
1049973,River red gum,Eucalyptus camaldulensis,-37.79176293,144.9484019,1900,Parkville
1037761,River red gum,Eucalyptus camaldulensis,-37.79002171,144.9594949,1900,Carlton North
1033223,Huntingdon Elm,Ulmus x hollandica 'Vegeta',-37.82216064,144.9740747,1900,Melbourne
1034685,Dutch Elm,Ulmus x hollandica,-37.81582975,144.9786789,1900,East Melbourne
1864064,Coastal Banksia,Banksia integrifolia,-37.80516892,144.9086108,2023,West Melbourne
1605554,Lightwood Wattle,Acacia implexa,-37.80218151,144.9306335,2015,West Melbourne
1809023,Sheoak,Allocasuarina sp.,-37.82125768,144.9638349,2021,Southbank
1027274,English Elm,Ulmus procera,-37.81861474,144.9717436,1900,Melbourne
1048319,River red gum,Eucalyptus camaldulensis,-37.78990053,144.9489607,1900,Parkville
1605216,HillŸ??s Weeping Fig,Ficus microcarpa var. hillii,-37.82019605,144.9438311,2015,Docklands
1047155,Sugar gum,Eucalyptus cladocalyx,-37.7847588,144.9564786,1900,Parkville
1817378,Lightwood Wattle,Acacia implexa,-37.82289518,144.9640554,2021,Southbank
1809186,River Sheoak,Casuarina cunninghamiana,-37.81101985,144.9353619,2021,Docklands
1674794,Australian teak,Flindersia australis,-37.77975129,144.9396187,2017,Parkville
1521235,River red gum,Eucalyptus camaldulensis,-37.78741721,144.9436201,2012,Parkville
1752856,Scarlet Bottlebrush,Callistemon rugulosus,-37.79902466,144.9166906,2019,West Melbourne
1049709,Unknown,Melaleuca parvistaminea,-37.79051582,144.9444886,1900,Parkville
1524711,Yellow Gum,Eucalyptus leucoxylon,-37.78721689,144.9470819,2012,Parkville
1557972,Kurrajong,Brachychiton populneus,-37.79818884,144.9267148,2014,Kensington
1058442,Western Red Cedar,Thuja plicata,-37.81298957,144.9793159,1900,East Melbourne
1640267,Swamp Sheoak,Casuarina obesa,-37.79710945,144.9737966,2016,Carlton
1013599,Pin Oak,Quercus palustris,-37.80916147,144.9498838,1900,West Melbourne
1055033,Gossamer Wattle,Acacia floribunda,-37.77725376,144.9508404,1900,Parkville
1584584,Swamp Sheoak,Casuarina obesa,-37.79517249,144.952423,2015,Parkville
1784818,Red Pokers,Hakea bucculenta,-37.82681986,144.9837596,2020,Melbourne
1809249,River Sheoak,Casuarina cunninghamiana,-37.81032226,144.9353592,2021,Docklands
1048342,Black Wattle,Acacia mearnsii,-37.79006742,144.9488444,1900,Parkville
1029281,London Plane,Platanus x acerifolia,-37.83626691,144.9774597,1900,South Yarra
1898293,Sheoak,Allocasuarina sp.,-37.82227842,144.9473934,2024,Docklands
1457872,Smooth-barked apple,Angophora costata,-37.7970969,144.9569212,2010,Parkville
1549295,Lemon Scented Gum,Corymbia citriodora,-37.80305286,144.9453715,2013,North Melbourne
1028184,English Elm,Ulmus procera,-37.84190773,144.9779134,1900,Melbourne
1359083,Smooth-barked apple,Angophora costata,-37.82127818,144.9490934,2009,Docklands
1808655,River Sheoak,Casuarina cunninghamiana,-37.82064796,144.9463016,2021,Docklands
1037881,River red gum,Eucalyptus camaldulensis,-37.78675687,144.9595163,1900,Carlton North
1046312,Sugar gum,Eucalyptus cladocalyx,-37.7881971,144.9529925,1900,Parkville
1635309,Flame Tree,Brachychiton acerifolius,-37.8295457,144.9645267,2016,Southbank
1016534,Ironbark,Eucalyptus sideroxylon,-37.79891154,144.9315284,1900,Kensington
1045373,River red gum,Eucalyptus camaldulensis,-37.79120886,144.9571587,1900,Parkville
1055336,Spotted Gum,Corymbia maculata,-37.77973772,144.9527077,1900,Parkville
1526297,Dutch Elm,Ulmus x hollandica,-37.78553613,144.9690816,2012,Carlton North
1023588,Smooth-barked apple,Angophora costata,-37.80777502,144.9548994,1900,West Melbourne
1037566,English Elm,Ulmus procera,-37.80283234,144.9653994,1900,Carlton
1440792,Black Wattle,Acacia melanoxylon,-37.78161472,144.9516939,2009,Parkville
1492950,River red gum,Eucalyptus camaldulensis,-37.79564386,144.9152088,2011,Kensington
1584114,Pin Oak,Quercus palustris,-37.79372748,144.9388998,2015,North Melbourne
1058933,Chinese Elm,Ulmus parvifolia,-37.81343148,144.9890086,1900,East Melbourne
1603774,Date Palm,Phoenix dactylifera,-37.81346409,144.9802792,2015,East Melbourne
1634945,Red flowering ironbark,Eucalyptus sideroxylon rosea,-37.81779213,144.9738465,2016,Melbourne
1511839,English Elm,Ulmus procera,-37.82363969,144.9802718,2012,Melbourne
1939537,River Sheoak,Casuarina cunninghamiana,-37.80735856,144.9485893,2025,West Melbourne
1526193,Spotted Gum,Corymbia maculata,-37.78240977,144.940075,2012,Parkville
1764150,Boobialla,Myoporum insulare,-37.8028897,144.9262896,2019,West Melbourne
1763765,Wilga,Geijera parviflora,-37.80311603,144.9284255,2019,West Melbourne
1763466,Blueberry ash,Elaeocarpus reticulatus,-37.82742071,144.9858207,2019,Melbourne
1064504,Kanooka,Tristaniopsis laurina,-37.79371911,144.9251972,2006,Kensington
1044536,Yellow Box,Eucalyptus melliodora,-37.78920953,144.9500761,1900,Parkville
1494245,Ironbark,Eucalyptus sideroxylon,-37.79306998,144.9322608,2011,Kensington
1768139,Drooping sheoak,Allocasuarina verticillata,-37.78579406,144.9432389,2019,Parkville
1868094,Black Wattle,Acacia mearnsii,-37.77999002,144.9494619,2023,Parkville
1017921,London Plane,Platanus x acerifolia,-37.80445984,144.9589608,1900,Melbourne
1051596,Yellow Gum,Eucalyptus leucoxylon,-37.78538683,144.9539018,1900,Parkville
1635646,Yellow Box,Eucalyptus melliodora,-37.77796379,144.9493363,2016,Parkville
1526375,Wirilda,Acacia retinodes,-37.79305047,144.9516461,2012,Parkville
1929507,Black She Oak,Allocasuarina littoralis,-37.83104701,144.9118809,2025,Port Melbourne
1518069,Maritime Pine,Pinus pinaster,-37.82942,144.97221,2012,Melbourne
1067053,Drooping sheoak,Allocasuarina verticillata,-37.82878625,144.9013724,2006,Port Melbourne
1787423,Spotted Gum,Corymbia maculata,-37.77723732,144.9515391,2020,Parkville
1783522,White Silky Oak,Grevillea hilliana,-37.8161719,144.9794185,2020,East Melbourne
1057564,Peppercorn Tree,Schinus molle,-37.79063467,144.9234169,1900,Kensington
1043004,Wirilda,Acacia retinodes,-37.79265187,144.9514216,1900,Parkville
1056764,River red gum,Eucalyptus camaldulensis,-37.82760715,144.9546227,1900,Southbank
1582889,Flame Tree,Brachychiton acerifolius,-37.82723705,144.9548882,2015,Southbank
1521024,River red gum,Eucalyptus camaldulensis,-37.7880556,144.9489225,2012,Parkville
1026372,Snow-in-Summer,Melaleuca linariifolia,-37.81190798,144.9872261,1900,East Melbourne
1573264,Canary Island Date Palm,Phoenix canariensis,-37.8397898,144.9851523,2014,South Yarra
1884664,Cimmaron Ash,Fraxinus pennsylvanica 'Cimmzam',-37.81466881,144.9534851,2023,Melbourne
1055648,Sydney Blue Gum,Eucalyptus saligna,-37.79229975,144.9569202,1900,Parkville
1034847,Sweet Pittosporum,Pittosporum undulatum,-37.81602895,144.9786764,1900,East Melbourne
1441143,Bunya pine,Araucaria bidwillii,-37.79132852,144.9608524,2009,Carlton North
1764435,HillŸ??s Weeping Fig,Ficus microcarpa var. hillii,-37.82133413,144.9433992,2019,Docklands
1769132,Hedge Maple,Acer campestre,-37.79702477,144.9189514,2019,Kensington
1289176,European nettle tree,Celtis australis,-37.79980479,144.9507858,2008,North Melbourne
1067055,Yellow Gum,Eucalyptus leucoxylon,-37.8286994,144.9014503,2006,Port Melbourne
1604145,Ornamental Pear,Pyrus calleryana 'Cleveland Select',-37.79550912,144.9261296,2015,Kensington
1522348,River red gum,Eucalyptus camaldulensis,-37.78181015,144.9401447,2012,Parkville
1793384,Lemon Scented Gum,Corymbia citriodora,-37.80196474,144.9155788,2020,West Melbourne
1042910,Drooping sheoak,Allocasuarina verticillata,-37.79291135,144.9523485,1900,Parkville
1553461,HillŸ??s Weeping Fig,Ficus microcarpa var. hillii,-37.82292358,144.9398091,2013,Docklands
1518585,Yellow Box,Eucalyptus melliodora,-37.7887778,144.9488813,2012,Parkville
1770732,Rottnest Island Pine,Callitris preissii,-37.81936545,144.9798316,2019,Melbourne
1911186,Weeping Bottlebrush,Callistemon viminalis,-37.80298359,144.9254325,2024,West Melbourne
1015840,English Elm,Ulmus procera,-37.79900482,144.9546152,1900,Parkville
1066557,White Cypress-pine,Callitris columellaris,-37.78381971,144.9600708,2006,Carlton North
1520223,Black Wattle,Acacia mearnsii,-37.78204239,144.9453779,2012,Parkville
1033791,Weeping Myrtle,Syzygium floribundum,-37.82018546,144.973195,1900,Melbourne
1927287,Flooded gum,Eucalyptus grandis,-37.81839286,144.9728079,2025,Melbourne
1525973,Sweet Bursaria,Bursaria spinosa,-37.78869703,144.9530377,2012,Parkville
1052478,River red gum,Eucalyptus camaldulensis,-37.79890121,144.9260778,1900,Kensington
1911278,Tupelo,Nyssa sylvatica,-37.79211122,144.9279003,2024,Kensington
1605517,Lightwood Wattle,Acacia implexa,-37.80225003,144.9305383,2015,West Melbourne
1635400,Black Wattle,Acacia mearnsii,-37.78299414,144.9562686,2016,Parkville
1065256,Flooded gum,Eucalyptus grandis,-37.81839448,144.9726532,2006,Melbourne
1527720,Silver Wattle,Acacia dealbata,-37.78990638,144.9565438,2012,Parkville
1287601,Chinaberry Tree,Melia azedarach,-37.78939877,144.9687455,2008,Carlton North
1549487,unknown,Brachychiton x roseus,-37.79865366,144.9470495,2013,North Melbourne
1526866,Lemon Scented Gum,Corymbia citriodora,-37.80726378,144.9425468,2012,West Melbourne
1549766,Maidenhair Tree,Ginkgo biloba,-37.80525145,144.9678043,2013,Carlton
1526575,Weeping Bottlebrush,Callistemon viminalis,-37.7828919,144.9445358,2012,Parkville
1037295,Silky Oak,Grevillea robusta,-37.81137794,144.9864674,1900,East Melbourne
1052659,Yellow Box,Eucalyptus melliodora,-37.78383445,144.9557607,1900,Parkville
1635539,Small Leafed Linden,Tilia cordata 'Green Spire',-37.79906191,144.9699962,2016,Carlton
1050225,River red gum,Eucalyptus camaldulensis,-37.78369814,144.9568427,1900,Parkville
1440699,Lemon Scented Gum,Corymbia citriodora,-37.80084933,144.9572453,2009,Melbourne
1030510,Brush Box,Lophostemon confertus,-37.82632254,144.9601805,1900,Southbank
1046138,Drooping sheoak,Allocasuarina verticillata,-37.78841163,144.9546101,1900,Parkville
1635788,Melbourne Yellow-Gum,Eucalyptus leucoxylon subsp. connata,-37.78371192,144.9559424,2016,Parkville
1058316,Jacaranda,Jacaranda mimosifolia,-37.81470951,144.9826118,1900,East Melbourne
1804941,Sheoak,Allocasuarina sp.,-37.77992846,144.9605944,2021,Carlton North
1929717,Yellow Box,Eucalyptus melliodora,-37.78292606,144.9546585,2025,Parkville
1524366,Lightwood Wattle,Acacia implexa,-37.78196026,144.9455994,2012,Parkville
1053442,Yellow Box,Eucalyptus melliodora,-37.78164065,144.9538593,1900,Parkville
1808875,River Sheoak,Casuarina cunninghamiana,-37.82048302,144.9462582,2021,Docklands
1929253,Blue box,Eucalyptus baueriana,-37.81283911,144.9349225,2025,Docklands
1045472,River red gum,Eucalyptus camaldulensis,-37.79033048,144.9563748,1900,Parkville
1048323,Yellow Gum,Eucalyptus leucoxylon,-37.79013953,144.9487451,1900,Parkville
1523323,Yellow Box,Eucalyptus melliodora,-37.78915843,144.9506626,2012,Parkville
1517684,London Plane,Platanus x acerifolia,-37.80324902,144.9308827,2012,West Melbourne
1805139,Manuka,Kunzea ericoides,-37.79039559,144.9571534,2021,Parkville
1035204,Purple Branched Elm,Ulmus x hollandica 'Purpurascens',-37.84184959,144.9812518,1900,South Yarra
1916955,Mallee Pine,Callitris gracilis,-37.82014426,144.9811835,2024,East Melbourne
1804890,Sweet Bursaria,Bursaria spinosa,-37.77992682,144.9622982,2021,Carlton North
1764363,Lightwood Wattle,Acacia implexa,-37.8029631,144.9267609,2019,West Melbourne
1456166,Algerian Oak,Quercus canariensis,-37.8022885,144.9617321,2010,Carlton
1049952,Yellow Box,Eucalyptus melliodora,-37.79155923,144.948375,1900,Parkville
1634950,Red flowering ironbark,Eucalyptus sideroxylon rosea,-37.81770662,144.9739196,2016,Melbourne
1757997,Flame Tree,Brachychiton acerifolius,-37.82377897,144.9689333,2019,Southbank
1064960,London Plane,Platanus x acerifolia,-37.82183526,144.9629572,2006,Southbank
1584598,Swamp Sheoak,Casuarina obesa,-37.79516599,144.9522974,2015,Parkville
1040378,Moreton Bay Fig,Ficus macrophylla,-37.81030284,144.9806009,1900,East Melbourne
1036523,London Plane,Platanus x acerifolia,-37.80268701,144.9731907,1900,Carlton
1656595,River red gum,Eucalyptus camaldulensis,-37.77867076,144.9605429,2017,Carlton North
1781904,Urbanite Ash,Fraxinus pennsylvanica 'Urbanite',-37.797246,144.9693658,2020,Carlton
1913002,Smooth-barked apple,Angophora costata,-37.84124547,144.9790707,2024,South Yarra
1358518,Spotted Gum,Corymbia maculata,-37.81936563,144.9475558,2009,Docklands
1041231,London Plane,Platanus x acerifolia,-37.80824656,144.9519264,1900,West Melbourne
1041400,Peppercorn Tree,Schinus molle,-37.7786945,144.9589595,1900,Parkville
1022863,Cyprus Plane,Platanus orientalis var. insularis 'Digitata',-37.80703548,144.9653687,1900,Melbourne
1832604,Almond Tree,Prunus dulcis,-37.79298168,144.9203022,2022,Kensington
1635809,Golden Wattle,Acacia pycnantha,-37.78294406,144.9565328,2016,Parkville
1022898,London Plane,Platanus x acerifolia,-37.80476741,144.9691127,1900,Carlton
1919664,Cabbage Tree Palm,Livistona australis,-37.81045432,144.9697366,2024,Melbourne
1561265,Drooping sheoak,Allocasuarina verticillata,-37.82320635,144.9757157,2014,Melbourne
1019845,Midland Hawthorn,Crataegus laevigata,-37.79477726,144.9540306,1900,Parkville
1456645,Weeping Myrtle,Syzygium floribundum,-37.80846947,144.9522889,2010,West Melbourne
1041646,River red gum,Eucalyptus camaldulensis,-37.79389082,144.9542118,1900,Parkville
1520613,Black Wattle,Acacia mearnsii,-37.78466825,144.9438677,2012,Parkville
1054015,Yellow Gum,Eucalyptus leucoxylon,-37.78759281,144.9513712,1900,Parkville
1734922,Boobialla,Myoporum insulare,-37.80265985,144.9240674,2018,West Melbourne
1068316,River red gum,Eucalyptus camaldulensis,-37.78868323,144.9543366,2006,Parkville
1520073,Black Wattle,Acacia mearnsii,-37.78658031,144.9439732,2012,Parkville
1051257,Wirilda,Acacia retinodes,-37.78306542,144.954875,1900,Parkville
1492823,Lemon Scented Gum,Corymbia citriodora,-37.82030121,144.9447301,2011,Docklands
1520388,Black Wattle,Acacia mearnsii,-37.78431024,144.9448791,2012,Parkville
1053151,Silver Banksia,Banksia marginata,-37.78256071,144.9543553,1900,Parkville
1055412,Spotted Gum,Corymbia maculata,-37.78031505,144.9517145,1900,Parkville
1604803,Chinaberry Tree,Melia azedarach,-37.80060327,144.9519217,2015,North Melbourne
1053483,Yellow Gum,Eucalyptus leucoxylon,-37.78469977,144.9556678,1900,Parkville
1527083,Swamp Gum,Eucalyptus ovata,-37.80268906,144.9132015,2012,West Melbourne
1046542,Yellow Box,Eucalyptus melliodora,-37.78976303,144.9520339,1900,Parkville
1458258,River red gum,Eucalyptus camaldulensis,-37.79507256,144.9138061,2010,Kensington
